"","text","created_at","lang"
"109","#IAmNotCovid19 #HateIsAVirus 

Many are still using this time to spread hate, we all seen too many cases of Asian people being targeted/attacked. This selfie is to empower - its not a “us VS them” time, we are ONE! I encourage you to join us, spread love, it’s the only way ❤️❤️ https://t.co/FHa1irag9O","2020-03-25T22:42:59.000Z","en"
"110","#LALockdown, Day 10: I don’t often go out anymore, but when I do, you racially insensitive COVIDiots should know that #IAmNotCOVID19 cc: @ZhouMarrian #WashTheHate https://t.co/ac2nF1Lzlz https://t.co/7nqDy1JeBw","2020-03-25T22:11:19.000Z","en"
"111","Viruses don't discriminate &amp; neither should we. Fear &amp; ignorance can divide us but the way we choose to show compassion &amp; dignity for our neighbors when they need it will define us. The choice is ours
 #COVID19 #IamNotAVirus #IAmNotCOVID19 #AsianAmericans

https://t.co/sG64wRCLE6","2020-03-25T21:42:54.000Z","en"
"112","I am not INVISIBLE. I am not a FOREIGNER. I am for DAMN SURE not a VIRUS. Right now, we need LOVE, EMPATHY, and UNITY. Spread LOVE, not HATE. #iamnotavirus #IAmNotCOVID19 #spreadlove #lovelove https://t.co/VXbpdCKWp7","2020-03-25T20:12:56.000Z","en"
"113","So beyond writing about why ""Chinese virus"" is such an inaccurate term to use, I shot a video to discuss the issue. #WashtheHate #IAmNotCOVID19 Check it out https://t.co/ceKGNaQIr7","2020-03-25T14:24:36.000Z","en"
"114","At this point, I really don’t understand why so many Asian friends choose to stay silent. If you don’t want to post a selfie, then write something, pass forward the message. One person can’t do much but together we can make a difference. #washthehate #iamnotcovid19","2020-03-25T13:48:35.000Z","en"
"115","The #coronavirus is a huge crisis — a global crisis. We can’t be distracted by hate and point fingers at people just because they look a certain way. Stop the violence against Asians and focus on social distancing and flattening the curve. #IAmNotCovid19 #WashTheHate https://t.co/gSDukny7pd","2020-03-24T20:53:02.000Z","en"
"116","Fellow humans: This disgusting hatred for ALL Asians worldwide must end. It hurts to see so much racism and xenophobia directed at people. We can say nothing and literally spill more blood or #WashtheHate. Post a selfie w/  #IAmNotCOVID19 and let’s end this (via @ZhouMarrian) https://t.co/ZPAMT5AaWl","2020-03-24T19:20:56.000Z","en"
"117","My dear friends, please join in raising awareness and fighting against coronavirus racism. Post a selfie of yourself with the hashtags #IAmNotCOVID19 and #WashtheHate along with a message of your own to people who may blame Asians for this pandemic. 

#SocialDistancing #COVID19 https://t.co/HVTzQZB6ro","2020-03-23T19:46:27.000Z","en"
"118","“We are in a worldwide, life-threatening pandemic, and we all need to work together. I wish the president could set aside his xenophobia for the moment while we try to keep Americans from dying.” 

Thank you Ted Lieu. #IAmNotCOVID19  https://t.co/EgSNk4jkjB","2020-03-21T05:03:11.000Z","en"
"119","Stop Repeating History 
#IAmNotCOVID19 https://t.co/SvaQjT9TUY","2020-03-21T00:20:38.000Z","en"
"121","These are hate crimes. No other way to look at it. Don’t think that this doesn’t happen to us. 

#IAmNotCOVID19 https://t.co/nnHLXQYRNd","2020-03-20T15:36:43.000Z","en"
"123","Thank you for your Solidarity ✊
#IAmNotCOVID19 https://t.co/tvy3hN0GI2","2020-03-19T07:25:52.000Z","en"
"124","Get this toupee out of office!

#IAmNotCovid19 https://t.co/tYXD0LBAqP","2020-03-19T04:16:24.000Z","en"
"126",".@realDonaldTrump Your words are hurtful. This is not the “Chinese Virus”#IAmNotCovid19 https://t.co/lckp1V8ytW","2020-03-18T21:01:47.000Z","en"
"128","New York! Come on. Stand up for her. #IAmNotCOVID19

https://t.co/lb0SfMhDMY","2020-03-18T07:50:36.000Z","en"
"129","Gaman.

A phrase widely used by the Japanese during “internment”. It means ‘enduring the seemingly unbearable with patience and dignity.’ Tolerance is deeply rooted in Japanese culture. 

Practice gaman. It won’t be perfect, but that’s why we practice. 

#COVIDー19 #IAmNotCOVID19","2020-03-18T06:52:26.000Z","en"
